1 19.718 18.757 18.757 0.000 0.000 0.000
2 -46.410 10.364 4.722 0.071 -0.071 -0.527
17 185.939 -48.152 -46.569 -0.059 -0.058 -0.311
32 -18.923 -22.537 -12.524 0.205 0.067 -0.470
57 22.405 93.684 71.520 -0.611 -0.802 1.954
66 -45.966 141.805 -26.150 -0.075 0.697 2.416
87 19.286 -47.306 118.799 0.072 -22.982 0.917
103 -47.382 66.192 -7.695 0.312 -2.053 1.173
116 18.421 -87.428 67.903 -0.163 -38.745 0.384
127 -58.953 39.247 23.799 0.862 -2.147 -0.503
138 -24.180 -66.769 72.769 1.178 29.418 -0.130
155 -62.121 51.816 38.269 -4.028 20.171 -0.690
195 -46.890 9.194 21.082 0.346 45.016 -2.078
203 -42.698 -45.248 2.634 -4.630 59.142 -12.857
226 -49.527 44.333 -67.005 10.155 5.402 -46.438
243 48.503 -69.212 -1.991 15.414 5.016 -35.319
245 49.902 34.311 23.796 -23.390 7.953 -4.585
288 55.912 23.369 -1.343 -20.303 -2.678 5.235
302 3.108 76.266 -3.680 -13.724 9.273 7.957
306 -34.961 14.370 -33.410 -1.532 3.958 8.725
335 -39.633 -35.819 -58.497 0.585 18.309 18.595
365 4.540 -108.999 24.561 6.412 19.983 9.750
371 -22.444 -84.128 59.640 0.136 61.563 83.944
400 12.220 -23.857 47.863 11.102 22.066 40.419
406 57.471 19.514 49.223 9.305 -33.658 26.124
422 -30.864 28.984 22.927 7.468 -51.723 21.328
457 72.225 22.471 -35.251 -20.513 26.072 26.204
473 12.039 -3.886 -34.662 -6.877 27.259 23.240
485 -62.327 19.688 -53.693 11.296 21.980 18.552
494 -14.928 49.794 -68.949 28.552 28.132 18.635
509 3.001 21.941 -78.728 49.637 27.047 14.454
525 12.168 -4.495 -64.771 64.141 23.077 7.858
555 3.842 -4.839 -41.280 68.037 26.502 1.975
579 6.186 -29.690 9.599 63.095 16.181 -5.087
599 17.284 -26.275 42.321 47.801 6.236 -11.735
600 -2.795 -5.424 62.587 17.894 8.552 -15.570
622 -8.530 25.585 50.144 -8.536 8.338 -22.003
647 6.588 25.005 14.242 -24.633 11.432 -33.408
662 13.895 33.724 -59.031 -16.240 6.070 -31.436
677 -1.458 -2.155 -102.450 -7.494 6.646 -31.598
692 23.504 -19.424 -67.227 13.585 -7.496 -27.648
