1 19.718 18.757 18.757 0.000 0.000 0.000
2 -46.410 10.364 4.722 0.071 -0.071 -0.527
3 8.958 -34.572 38.044 -4.010 -2.778 -6.132
4 -26.549 33.198 13.389 0.018 -2.477 -0.132
5 -46.999 9.607 6.295 0.200 -0.074 -1.579
6 -8.960 20.057 -6.307 0.087 0.004 -0.311
7 11.603 61.192 -112.619 -0.052 -0.036 -1.562
8 -46.415 12.088 2.857 0.051 -0.072 -1.585
9 16.272 -42.722 10.181 0.270 0.076 -1.813
10 -46.744 4.355 10.903 0.054 -0.011 -0.175
11 13.544 -110.258 52.660 -0.179 0.044 -0.149
12 -46.821 11.236 4.834 0.129 -0.139 -0.528
13 1.713 13.478 -29.811 -0.032 -0.032 -0.083
14 -46.920 10.816 5.491 0.061 0.000 -0.526
15 13.698 -109.802 51.180 -0.039 0.139 -0.464
16 -2.687 23.129 -58.767 0.010 -0.046 -0.063
17 185.939 -48.152 -46.569 -0.059 -0.058 -0.311
18 64.296 -25.002 37.598 1.904 0.009 0.041
19 64.854 32.547 -22.511 0.014 -0.986 0.438
20 182.078 -65.233 -26.318 -0.284 -0.021 -0.045
21 154.697 -53.991 60.981 0.568 0.030 -0.039
22 124.047 -14.570 -24.221 0.649 -0.023 0.295
23 182.560 -65.811 -25.944 -0.201 -0.020 -0.056
24 138.036 -46.481 15.582 -0.320 0.018 -0.030
25 182.407 -38.061 -54.754 -0.120 -0.048 -0.531
26 150.982 -29.266 -21.878 -0.118 -0.038 3.001
27 138.904 77.243 55.606 1.821 0.193 1.101
28 107.178 50.588 -40.286 0.538 -0.236 0.667
29 134.843 80.774 54.847 1.674 0.142 1.111
30 185.632 -50.339 -44.405 -0.356 0.001 -0.310
31 63.755 46.648 -23.442 1.055 16.350 -0.151
32 -18.923 -22.537 -12.524 0.205 0.067 -0.470
33 -25.781 -5.029 7.433 -0.242 0.186 -0.052
34 -33.285 11.477 -5.691 -0.301 -0.116 -1.426
35 -23.156 -7.216 10.219 0.019 -0.036 -0.116
36 -39.005 -29.030 60.378 -0.234 0.058 -0.171
37 -17.268 -47.790 23.884 -0.284 -0.010 -0.143
38 -18.983 -24.361 -10.588 0.197 0.025 -0.156
39 -18.145 -17.531 8.630 -0.347 0.019 -0.071
40 -40.528 -2.059 73.119 -0.792 0.088 -0.473
41 -27.186 17.913 -36.805 0.034 0.032 -1.409
42 -20.712 -30.042 -3.049 0.022 0.071 -1.353
43 -28.200 6.362 -4.976 0.196 0.037 -1.441
44 -40.106 57.415 4.524 0.211 -0.265 -0.478
45 -19.103 -26.318 -8.381 0.088 0.103 -0.469
46 -52.344 -8.153 -3.129 0.879 -0.040 -1.670
47 21.944 81.360 85.135 1.081 0.749 1.937
48 33.572 66.379 56.004 3.557 0.319 -0.674
49 39.315 12.332 119.312 0.080 -0.076 5.804
50 -11.262 125.046 27.603 -0.279 -0.513 0.597
51 17.088 97.603 67.811 -17.857 -0.086 5.811
52 40.744 122.984 39.917 -0.052 0.496 0.718
53 26.514 56.442 116.114 -0.557 -0.064 2.554
54 20.462 81.883 85.782 -0.024 0.066 0.645
55 21.371 89.018 77.478 0.943 0.530 0.643
56 62.428 75.518 34.566 0.409 -0.028 0.450
57 22.405 93.684 71.520 -0.611 -0.802 1.954
58 21.530 93.888 71.888 -0.370 -0.352 5.858
59 19.951 94.753 72.577 -0.903 -0.534 5.861
60 58.201 35.356 79.700 0.155 0.963 7.172
61 22.003 90.421 75.563 0.666 -0.213 1.949
62 60.831 157.440 -72.936 0.216 2.544 -19.931
63 -26.946 119.036 22.355 0.025 -27.006 0.659
64 61.880 156.134 -72.023 -0.055 -3.759 -7.449
65 -6.793 -135.310 227.821 -2.847 0.313 1.353
66 -45.966 141.805 -26.150 -0.075 0.697 2.416
67 63.276 154.840 -71.287 0.091 3.194 -7.458
68 64.703 152.908 -69.603 -0.037 2.789 -7.471
69 -22.618 147.707 14.397 -0.017 0.198 0.600
70 47.792 158.327 -53.627 0.058 35.820 -15.003
71 -26.237 30.923 110.652 -0.082 0.217 -5.718
72 61.664 14.277 58.106 0.250 -3.315 -6.825
73 68.218 144.383 -64.743 0.349 1.027 -26.289
74 -9.536 73.356 -55.229 -1.123 -1.658 -19.018
75 -0.767 -75.173 146.604 -1.320 13.067 6.738
76 -13.400 -59.128 141.086 -0.090 -0.774 -1.856
77 -13.477 -59.779 140.434 -0.138 -0.330 -1.866
78 -14.629 -54.498 138.526 -0.081 -0.232 -0.938
79 -16.723 -56.282 141.652 -0.082 -0.108 -1.010
80 -16.581 -56.259 141.616 -0.081 -0.211 -1.004
81 -15.704 -55.788 140.478 -0.083 -0.084 -0.976
82 -15.005 -56.301 140.142 -0.085 -0.154 -0.920
83 -17.994 -56.245 142.918 -0.083 -0.005 -1.067
84 -15.764 -54.884 139.817 -0.082 -0.119 -0.968
85 -14.154 -56.926 139.492 -0.081 -0.236 -0.947
86 -25.775 -60.285 148.522 -0.162 1.262 0.316
87 19.286 -47.306 118.799 0.072 -22.982 0.917
88 -14.562 -58.304 141.576 -0.180 -2.796 -0.577
89 -24.498 -66.096 152.699 -0.166 2.242 -0.221
90 164.239 232.949 263.555 0.605 11.737 -31.530
91 -136.098 57.486 -5.928 0.193 3.749 0.308
92 -65.779 102.804 -43.404 0.346 8.218 1.133
93 -73.199 103.829 -45.261 0.341 4.347 1.219
94 -129.277 10.539 20.596 0.442 2.995 1.095
95 -112.651 6.256 13.665 0.344 1.417 1.107
96 -135.355 54.848 -5.520 0.193 3.596 0.345
97 -104.376 44.867 -7.623 0.387 -11.187 1.151
98 -56.967 64.731 -6.385 0.312 -12.227 1.157
99 -122.296 57.158 -10.076 0.366 -4.385 1.370
100 -19.790 49.060 64.284 -0.099 -7.530 0.516
101 -96.288 41.061 -2.022 0.375 3.296 1.205
102 -101.248 68.436 -25.504 0.439 12.100 1.228
103 -47.382 66.192 -7.695 0.312 -2.053 1.173
104 -52.681 68.136 -10.886 0.304 -3.162 1.164
105 -131.564 57.364 -8.597 0.332 6.298 1.063
106 5.212 -85.760 75.726 0.251 -18.371 0.799
107 18.682 -84.025 63.849 0.527 -40.652 0.939
108 3.671 -85.556 73.216 0.327 13.744 0.755
109 18.477 -84.347 64.381 0.215 -40.969 0.676
110 14.136 -44.647 66.499 1.416 -6.911 -1.586
111 17.080 -41.721 88.370 1.762 6.171 -1.600
112 62.546 -30.247 75.361 5.666 15.395 -1.083
113 61.303 -34.444 79.210 -1.327 16.415 2.078
114 23.192 -41.185 68.745 -0.875 59.702 0.023
115 13.998 -82.268 63.957 -0.300 -27.553 0.579
116 18.421 -87.428 67.903 -0.163 -38.745 0.384
117 16.852 -86.615 67.793 0.264 -39.165 0.706
118 7.369 -43.673 76.584 -0.193 -23.025 -7.470
119 33.075 -69.655 98.474 -0.114 11.424 1.367
120 19.103 -83.562 63.186 0.251 -40.589 0.693
121 12.089 -81.700 66.581 0.266 -27.822 0.700
122 -72.033 50.396 7.611 0.869 -2.367 -0.494
123 -38.214 19.763 -32.775 -2.844 19.998 3.191
124 -76.220 50.140 11.550 0.857 -1.475 -0.505
125 -65.017 43.064 19.897 0.853 -1.716 -0.506
126 -87.305 45.348 15.883 0.640 10.922 -0.469
127 -58.953 39.247 23.799 0.862 -2.147 -0.503
128 -26.462 39.254 -8.896 -0.630 11.339 1.132
129 -62.142 41.373 21.628 0.875 -1.477 -0.492
130 -68.274 44.478 18.996 0.860 -0.994 -0.506
131 -61.640 41.284 21.364 0.848 -1.692 -0.517
132 -63.210 41.725 22.046 0.856 -2.190 -0.507
133 -62.926 40.608 24.440 0.865 -1.833 -0.499
134 -60.561 40.102 23.308 0.848 -1.400 -0.516
135 -69.884 45.486 17.950 0.860 -0.691 -0.506
136 -83.958 45.664 21.521 0.926 20.046 1.443
137 -24.902 11.528 53.697 1.768 11.614 3.143
138 -24.180 -66.769 72.769 1.178 29.418 -0.130
139 -47.905 25.304 27.328 0.290 19.811 -1.184
140 -12.711 -36.506 50.180 -1.227 28.268 2.338
141 -27.044 14.218 48.646 1.285 8.918 4.118
142 -26.395 13.572 48.762 1.245 8.726 4.114
143 -28.541 -64.896 75.848 -1.406 31.113 -0.084
144 -28.018 -66.532 76.983 -0.547 31.110 -0.053
145 -23.059 -63.607 69.986 1.072 29.307 0.121
146 -23.273 -64.262 70.589 0.865 29.364 -0.183
147 -63.699 1.222 -25.784 -1.608 38.480 -0.558
148 -20.121 -24.256 57.273 -2.859 4.406 -5.943
149 -10.261 -38.346 -13.577 1.880 14.177 -2.262
150 -8.671 -41.933 -12.814 1.489 16.298 -2.093
151 -49.247 10.575 -17.225 4.734 -18.122 6.135
