-236.588 -269.482 -273.614 -274.210 -274.320 -274.337
-236.522 -267.701 -268.208 -267.723 -269.222 -269.944
-255.816 -266.472 -266.886 -267.404 -268.243 -268.887
-263.126 -267.422 -267.601 -267.534 -267.755 -267.935
-264.897 -268.750 -268.874 -269.647 -271.093 -271.353
-255.219 -269.626 -269.204 -268.972 -268.835 -269.082
-264.443 -269.687 -270.432 -271.517 -272.154 -271.897
-264.598 -268.713 -269.427 -270.328 -271.288 -271.427
-257.895 -265.493 -265.990 -267.817 -268.572 -268.852
-257.782 -265.134 -267.209 -267.143 -268.172 -268.666
-255.081 -268.275 -268.846 -271.629 -272.155 -272.330
-264.441 -269.035 -269.827 -270.967 -271.528 -271.747
-214.375 -267.812 -268.729 -269.432 -269.744 -269.853
-245.138 -265.493 -269.343 -269.398 -269.837 -270.052
-265.946 -273.634 -273.977 -274.266 -274.322 -274.335
-259.334 -267.939 -267.776 -268.058 -268.395 -268.404
-251.700 -266.904 -266.758 -266.588 -267.546 -267.810
-268.603 -270.344 -269.720 -270.200 -270.584 -270.949
-225.482 -265.478 -266.483 -267.111 -267.875 -268.308
-261.079 -266.856 -268.134 -268.184 -269.039 -269.320
-268.694 -268.836 -269.678 -271.442 -271.760 -271.682
-247.356 -264.885 -265.063 -266.877 -267.695 -268.486
-263.697 -265.417 -265.811 -265.937 -267.309 -267.754
-263.659 -265.976 -267.265 -267.260 -267.894 -268.255
-249.885 -265.721 -273.020 -273.651 -274.327 -274.339
-259.342 -264.441 -265.516 -266.396 -267.444 -267.716
-269.294 -269.684 -269.419 -271.346 -272.018 -271.820
-266.115 -266.455 -266.536 -266.374 -267.363 -267.683
-265.174 -266.165 -266.988 -266.937 -267.653 -267.946
-266.255 -266.343 -267.205 -266.338 -266.984 -267.842
-263.435 -264.439 -266.661 -268.310 -269.716 -270.466
-267.301 -267.553 -267.340 -267.247 -267.246 -267.354
-264.369 -267.223 -268.513 -267.832 -269.126 -269.215
-270.360 -270.098 -269.927 -270.484 -270.914 -271.136
-265.128 -266.814 -267.224 -267.332 -267.945 -268.287
-265.730 -266.468 -267.231 -267.440 -268.099 -268.260
-266.845 -267.819 -268.075 -268.199 -269.106 -269.539
-266.874 -267.442 -267.926 -268.326 -268.718 -268.923
-264.750 -266.418 -267.001 -267.018 -267.997 -268.736
-266.505 -267.582 -267.948 -268.383 -268.742 -268.948
-236.588 -269.482 -273.614 -274.210 -274.320 -274.337
-255.081 -268.275 -268.846 -271.629 -272.155 -272.330
-264.443 -269.687 -270.432 -271.517 -272.154 -271.897
-262.168 -265.866 -266.760 -266.671 -272.455 -273.234
-253.633 -265.072 -265.657 -266.480 -266.683 -267.150
-269.158 -268.932 -268.865 -270.339 -271.104 -271.386
-265.798 -268.084 -267.870 -268.638 -269.135 -269.293
-265.164 -266.495 -267.625 -267.707 -268.136 -268.275
-267.326 -266.921 -267.574 -267.869 -268.416 -268.699
-260.584 -270.490 -270.158 -271.609 -271.808 -271.952
-250.790 -249.272 -260.893 -267.578 -268.258 -268.662
-254.635 -266.248 -267.009 -267.595 -268.318 -268.767
-235.447 -266.415 -267.140 -268.331 -268.785 -269.223
-260.932 -266.516 -267.238 -267.348 -269.119 -269.316
-261.390 -263.315 -266.476 -267.780 -268.276 -268.729
-264.167 -265.247 -266.225 -267.142 -267.406 -267.708
-258.459 -264.341 -265.636 -266.454 -267.012 -267.519
-260.529 -265.086 -266.847 -267.003 -267.891 -268.232
-260.613 -267.416 -267.154 -266.717 -267.884 -268.386
-239.628 -267.414 -268.611 -269.006 -269.611 -269.794
-269.817 -270.268 -272.585 -272.129 -273.751 -274.324
-249.885 -265.721 -273.020 -273.651 -274.327 -274.339
-255.081 -268.275 -268.846 -271.629 -272.155 -272.330
-264.443 -269.687 -270.432 -271.517 -272.154 -271.897
-268.964 -268.521 -268.941 -268.851 -269.320 -269.609
-252.878 -262.731 -264.541 -264.857 -267.148 -267.440
-265.531 -266.473 -267.631 -267.502 -268.058 -268.466
-263.357 -266.079 -266.664 -266.871 -267.549 -267.990
-267.085 -267.200 -267.906 -269.038 -269.728 -270.073
-265.476 -268.886 -269.996 -272.177 -272.847 -273.039
-263.851 -265.742 -265.696 -265.646 -266.821 -267.167
-265.540 -266.823 -267.218 -268.456 -268.700 -268.958
-264.188 -264.646 -267.787 -267.438 -268.011 -268.362
-269.056 -270.083 -270.498 -270.991 -271.347 -271.447
-235.147 -267.194 -267.893 -268.652 -268.992 -269.109
-265.696 -267.017 -267.514 -268.699 -269.448 -269.715
-249.568 -266.668 -268.172 -272.931 -273.047 -273.235
-266.257 -266.414 -266.675 -267.525 -268.355 -268.522
-265.776 -265.806 -266.307 -266.465 -267.239 -267.536
-264.645 -266.010 -265.844 -266.653 -267.379 -267.585
-266.939 -268.534 -270.239 -269.476 -270.990 -270.884
-266.789 -268.638 -268.543 -270.325 -270.638 -270.725
-266.803 -267.477 -267.085 -267.499 -268.707 -269.021
-263.871 -266.668 -266.719 -267.183 -267.923 -268.103
-249.885 -265.721 -273.020 -273.651 -274.327 -274.339
-255.081 -268.275 -268.846 -271.629 -272.155 -272.330
-264.443 -269.687 -270.432 -271.517 -272.154 -271.897
-256.452 -266.297 -266.862 -267.345 -267.810 -268.336
-265.185 -265.122 -266.448 -266.903 -268.390 -268.557
-264.056 -264.968 -267.782 -267.615 -268.477 -269.069
-268.478 -267.912 -268.689 -269.287 -270.600 -271.348
-264.289 -265.216 -267.095 -267.283 -270.464 -270.782
-249.082 -263.060 -265.398 -265.576 -266.523 -267.279
-268.491 -269.127 -269.343 -270.286 -270.648 -270.608
-248.640 -263.118 -266.751 -266.857 -267.805 -268.164
-255.267 -256.903 -256.931 -261.493 -268.884 -269.531
-264.253 -267.315 -267.523 -267.750 -268.277 -268.771
-256.972 -261.810 -263.743 -263.988 -266.305 -267.072
-265.142 -266.417 -266.946 -267.249 -267.886 -268.073
-264.643 -267.692 -268.780 -269.914 -270.104 -270.188
-267.090 -268.228 -269.459 -270.135 -271.028 -271.148
-265.913 -265.209 -267.379 -268.018 -268.636 -269.084
-256.014 -264.225 -265.709 -267.226 -268.062 -268.370
-259.270 -262.988 -266.076 -268.550 -269.206 -269.371
-264.581 -266.752 -268.081 -270.921 -271.452 -271.618
-266.441 -267.676 -268.501 -268.948 -269.350 -269.472
-264.761 -272.709 -273.420 -274.040 -274.241 -274.257
-249.885 -265.721 -273.020 -273.651 -274.327 -274.339
-255.081 -268.275 -268.846 -271.629 -272.155 -272.330
-264.443 -269.687 -270.432 -271.517 -272.154 -271.897
-262.659 -264.860 -265.519 -266.260 -266.410 -266.782
-266.687 -267.415 -267.082 -267.262 -268.087 -268.723
-257.790 -265.283 -265.218 -265.957 -266.709 -266.963
-257.465 -264.487 -265.205 -266.413 -266.746 -266.993
-263.165 -264.184 -265.369 -265.453 -266.306 -266.857
-263.781 -268.079 -268.396 -268.201 -268.635 -268.870
-240.245 -264.413 -265.464 -266.603 -267.430 -267.756
-269.822 -271.721 -271.862 -273.140 -273.320 -273.321
-273.791 -273.883 -273.420 -274.255 -274.334 -274.338
-266.820 -268.090 -268.517 -268.362 -269.705 -270.202
-266.101 -266.983 -267.804 -268.089 -268.670 -268.905
-273.233 -273.303 -273.539 -274.194 -274.324 -274.337
-262.812 -263.990 -265.281 -265.487 -266.042 -266.498
-264.504 -265.193 -266.366 -265.955 -267.478 -267.873
-266.540 -266.626 -268.266 -270.051 -271.060 -272.190
-260.764 -262.973 -264.008 -264.376 -267.178 -267.460
-262.980 -266.326 -267.479 -267.524 -268.278 -268.601
-265.269 -267.417 -267.547 -268.036 -268.686 -268.926
-243.227 -262.332 -263.178 -264.968 -265.810 -266.331
-250.047 -263.297 -265.736 -266.554 -267.752 -268.447
-249.885 -265.721 -273.020 -273.651 -274.327 -274.339
-255.081 -268.275 -268.846 -271.629 -272.155 -272.330
-264.443 -269.687 -270.432 -271.517 -272.154 -271.897
-265.682 -266.194 -267.317 -268.492 -268.742 -269.092
-265.969 -266.694 -267.967 -268.473 -268.812 -269.098
-251.663 -264.476 -265.457 -266.046 -267.110 -267.602
-254.561 -265.498 -266.781 -268.533 -268.898 -269.102
-265.625 -267.233 -267.654 -267.858 -268.448 -268.840
-265.788 -266.092 -266.210 -265.976 -267.148 -267.554
-265.465 -265.829 -265.715 -266.329 -267.172 -267.370
-266.497 -266.642 -267.306 -267.152 -267.841 -268.642
-266.512 -265.947 -267.093 -266.830 -267.405 -267.637
-249.723 -263.687 -264.924 -268.415 -268.922 -269.168
-269.064 -268.427 -268.440 -268.806 -269.623 -269.893
-267.950 -268.184 -269.090 -272.799 -273.221 -273.263
-266.566 -267.745 -267.940 -268.219 -268.775 -268.982
-241.122 -266.066 -267.001 -268.204 -268.654 -268.920
-267.816 -267.051 -268.099 -268.323 -268.707 -268.753
-265.758 -265.324 -266.022 -266.424 -267.835 -268.350
-266.564 -267.214 -267.455 -267.774 -268.394 -268.599
-262.875 -264.274 -267.017 -266.537 -267.180 -267.463
-267.886 -268.068 -267.613 -268.795 -269.247 -269.506
-266.329 -266.770 -267.165 -267.818 -268.722 -269.203
-249.885 -265.721 -273.020 -273.651 -274.327 -274.339
-269.822 -271.721 -271.862 -273.140 -273.320 -273.321
-264.443 -269.687 -270.432 -271.517 -272.154 -271.897
-262.733 -263.479 -265.422 -265.450 -267.640 -268.716
-266.629 -266.694 -267.183 -267.588 -267.933 -267.940
-263.124 -265.644 -266.904 -267.363 -268.584 -268.862
-267.256 -267.994 -269.028 -269.264 -269.868 -270.142
-249.887 -266.600 -266.330 -266.702 -267.294 -267.436
-268.153 -266.684 -266.735 -266.957 -267.918 -268.233
-264.914 -264.469 -264.172 -265.719 -266.033 -267.468
-230.956 -264.920 -265.525 -266.452 -266.954 -267.249
-263.315 -265.470 -266.192 -266.312 -268.148 -269.900
-266.335 -265.180 -266.327 -266.736 -267.047 -267.241
-135.504 -262.291 -266.387 -266.437 -267.211 -267.813
-268.727 -269.562 -270.637 -271.527 -271.889 -271.970
-265.245 -265.490 -266.874 -267.829 -268.380 -268.778
-263.831 -264.939 -266.279 -267.558 -267.869 -268.375
-264.411 -265.781 -266.850 -266.854 -267.370 -267.479
-263.243 -264.556 -265.387 -266.061 -267.314 -267.744
-267.664 -267.982 -268.224 -273.841 -274.224 -274.252
-253.167 -265.278 -267.043 -268.920 -269.510 -270.497
-263.741 -264.884 -265.365 -265.571 -267.136 -267.517
-263.560 -265.476 -266.016 -266.283 -267.219 -268.099
-249.885 -265.721 -273.020 -273.651 -274.327 -274.339
-269.822 -271.721 -271.862 -273.140 -273.320 -273.321
-264.443 -269.687 -270.432 -271.517 -272.154 -271.897
