-139.942 -142.056 -146.486 -146.540 -146.540
-144.802 -151.861 -152.439 -153.512 -153.512
-154.104 -158.396 -158.450 -158.451 -158.451
-149.635 -153.885 -153.939 -153.950 -153.950
-148.589 -151.325 -151.383 -152.314 -152.314
-147.622 -151.438 -151.668 -151.693 -151.693
-140.070 -152.656 -152.719 -152.751 -152.751
-119.344 -120.300 -122.828 -153.152 -153.619
-125.669 -146.048 -146.125 -146.168 -146.168
-151.706 -155.649 -155.934 -155.944 -155.944
-153.850 -158.294 -158.450 -158.451 -158.451
-146.383 -147.519 -160.838 -160.844 -160.844
-139.644 -148.512 -150.443 -151.781 -151.781
-152.209 -153.936 -154.106 -154.119 -154.119
-147.194 -150.129 -154.028 -155.149 -155.149
-150.408 -152.128 -157.441 -157.483 -157.483
-150.869 -153.790 -155.321 -157.082 -157.082
-148.484 -156.360 -156.423 -156.430 -156.430
-140.252 -150.632 -150.725 -150.752 -150.752
-146.711 -148.970 -149.055 -149.085 -149.085
-133.809 -134.925 -142.297 -145.540 -145.540
-150.069 -151.049 -151.123 -151.139 -151.139
-153.873 -158.515 -158.572 -158.580 -158.580
-141.202 -148.488 -150.944 -150.979 -150.979
-138.133 -143.945 -144.042 -144.173 -145.709
-114.278 -115.217 -145.970 -146.015 -146.015
-152.357 -153.955 -154.008 -154.025 -154.025
-145.365 -146.584 -146.668 -146.711 -146.711
-149.150 -150.989 -151.046 -151.059 -151.059
-141.933 -151.118 -151.285 -151.306 -151.306
-150.291 -151.628 -151.728 -151.759 -151.759
-139.224 -142.742 -142.827 -142.883 -142.883
-147.243 -148.228 -148.304 -148.326 -148.326
-152.582 -154.182 -154.251 -154.256 -154.256
-158.345 -159.670 -159.717 -159.717 -159.717
-142.545 -147.913 -147.990 -148.018 -148.018
-153.124 -156.512 -156.553 -156.556 -156.556
-148.293 -153.807 -153.879 -153.892 -153.892
-150.232 -152.624 -152.670 -152.685 -152.685
-155.449 -158.209 -159.563 -159.563 -159.563
-154.386 -155.753 -156.032 -156.164 -156.164
-154.269 -158.559 -158.605 -158.619 -158.619
-147.951 -159.630 -159.672 -159.673 -159.673
-153.029 -154.438 -154.503 -154.519 -154.519
-154.672 -156.694 -156.745 -156.749 -156.749
-154.681 -157.691 -157.748 -157.749 -157.749
-149.135 -152.625 -152.693 -152.707 -152.707
-152.077 -153.598 -153.652 -153.657 -153.657
-152.540 -153.889 -154.848 -154.864 -154.864
-154.282 -155.861 -156.390 -156.392 -156.392
-153.619 -155.041 -155.087 -155.095 -155.095
-157.762 -158.904 -158.937 -158.940 -158.940
-155.738 -157.053 -157.111 -157.120 -157.120
-157.065 -158.733 -158.880 -158.881 -158.881
-150.780 -155.548 -155.615 -155.622 -155.622
-152.524 -158.835 -158.881 -158.882 -158.882
-154.672 -158.221 -160.509 -160.509 -160.509
-154.228 -157.538 -157.625 -157.637 -157.637
-152.701 -159.981 -160.020 -160.026 -160.026
-153.314 -156.595 -156.639 -156.651 -156.651
-138.697 -154.992 -155.053 -155.066 -155.066
-154.338 -155.657 -155.925 -156.156 -156.156
-150.001 -151.814 -153.362 -153.368 -153.368
-147.143 -148.099 -156.322 -156.336 -156.336
-131.753 -139.100 -139.195 -150.237 -150.237
-144.925 -146.184 -148.446 -148.500 -148.500
-153.781 -155.128 -155.181 -155.197 -155.197
-152.427 -154.818 -155.102 -155.106 -155.106
-158.543 -159.518 -159.563 -159.563 -159.563
-149.092 -151.454 -151.534 -151.549 -151.549
-155.665 -157.020 -157.072 -157.082 -157.082
-158.381 -159.670 -159.717 -159.717 -159.717
-157.098 -158.517 -158.572 -158.580 -158.580
-158.553 -159.533 -159.563 -159.563 -159.563
-157.122 -158.397 -158.450 -158.451 -158.451
-148.936 -154.021 -155.439 -155.448 -155.448
-158.371 -159.670 -159.717 -159.717 -159.717
-157.269 -158.517 -158.572 -158.580 -158.580
-155.904 -157.437 -157.475 -157.483 -157.483
-153.705 -155.297 -155.402 -155.411 -155.411
-146.383 -147.519 -160.838 -160.844 -160.844
-155.449 -158.209 -159.563 -159.563 -159.563
-153.873 -158.515 -158.572 -158.580 -158.580
-153.850 -158.294 -158.450 -158.451 -158.451
-150.408 -152.128 -157.441 -157.483 -157.483
-150.869 -153.790 -155.321 -157.082 -157.082
-154.221 -156.112 -156.161 -156.165 -156.165
-156.108 -157.375 -157.422 -157.429 -157.429
-153.132 -154.310 -154.356 -154.361 -154.361
-150.008 -157.671 -157.805 -157.807 -157.807
-156.000 -157.348 -157.444 -157.451 -157.451
-153.215 -156.390 -156.497 -156.737 -156.737
-154.849 -156.608 -158.283 -158.451 -158.451
-155.306 -156.874 -156.923 -156.969 -156.969
-152.064 -156.951 -157.786 -157.787 -157.787
-152.425 -155.033 -155.089 -155.095 -155.095
-155.177 -156.428 -156.474 -156.479 -156.479
-155.229 -157.400 -159.068 -159.072 -159.072
-153.450 -155.241 -157.886 -157.887 -157.887
-152.739 -153.936 -153.991 -154.017 -154.017
-156.218 -157.823 -157.892 -157.993 -157.993
-153.145 -155.550 -156.538 -156.542 -156.542
-156.029 -157.147 -157.191 -157.199 -157.199
-159.400 -160.849 -160.886 -160.891 -160.891
-155.142 -156.747 -157.290 -157.299 -157.299
-157.037 -159.142 -159.176 -159.179 -159.179
-152.779 -153.982 -154.074 -154.080 -154.080
-156.445 -158.198 -158.467 -158.713 -158.713
-156.283 -157.976 -158.038 -158.045 -158.045
-138.012 -153.090 -158.187 -158.197 -158.197
-155.472 -157.269 -157.323 -157.341 -157.341
-143.243 -150.540 -151.320 -151.346 -151.346
-139.543 -148.597 -148.672 -148.724 -148.724
-87.253 -124.679 -126.532 -126.762 -126.762
-143.777 -146.430 -146.629 -155.678 -155.678
-155.391 -156.855 -156.929 -156.935 -156.935
-149.851 -153.407 -157.242 -157.373 -157.373
-152.903 -157.431 -157.475 -157.482 -157.482
-158.804 -159.981 -160.020 -160.026 -160.026
-159.511 -160.798 -160.837 -160.844 -160.844
-156.389 -159.061 -159.097 -159.100 -159.100
-157.293 -158.517 -158.572 -158.580 -158.580
-157.149 -158.790 -158.840 -158.842 -158.842
-152.039 -153.312 -153.370 -153.389 -153.389
-157.743 -158.904 -158.937 -158.940 -158.940
-145.264 -153.757 -156.133 -156.145 -156.145
-146.383 -147.519 -160.838 -160.844 -160.844
-147.951 -159.630 -159.672 -159.673 -159.673
-158.543 -159.518 -159.563 -159.563 -159.563
-153.873 -158.515 -158.572 -158.580 -158.580
-157.122 -158.397 -158.450 -158.451 -158.451
-155.904 -157.437 -157.475 -157.483 -157.483
-157.407 -158.615 -158.663 -158.667 -158.667
-152.850 -153.977 -156.677 -156.680 -156.680
-157.539 -160.471 -160.535 -160.544 -160.544
-155.942 -157.229 -157.621 -157.622 -157.622
-155.302 -156.971 -157.922 -157.924 -157.924
-152.335 -158.269 -158.386 -158.386 -158.386
-154.107 -156.013 -156.060 -156.068 -156.068
-154.289 -156.672 -156.734 -156.741 -156.741
-155.474 -157.156 -157.347 -157.786 -157.786
-159.710 -160.845 -160.887 -160.891 -160.891
-153.420 -154.488 -154.558 -154.577 -154.577
-153.415 -156.221 -156.413 -156.417 -156.417
