-101.710 -101.710 -101.710 -101.710
-99.986 -99.986 -99.985 -99.986
-99.921 -99.924 -99.924 -99.925
-99.908 -99.907 -99.906 -99.906
-99.920 -99.925 -99.925 -99.925
-104.107 -104.107 -104.107 -104.106
-98.053 -98.053 -98.053 -98.053
-96.487 -96.489 -99.124 -99.250
-104.100 -104.100 -104.100 -104.101
-104.101 -104.101 -104.100 -104.098
-101.710 -101.710 -101.710 -101.710
-99.925 -99.926 -99.930 -99.930
-99.244 -99.246 -99.250 -99.251
-104.108 -104.108 -104.108 -104.108
-97.985 -97.986 -97.995 -97.996
-100.801 -100.960 -100.960 -100.960
-99.230 -99.230 -99.230 -99.230
-99.225 -99.225 -99.225 -99.226
-99.404 -99.405 -99.404 -99.405
-99.251 -99.251 -99.251 -99.251
-104.103 -104.104 -104.105 -104.106
-101.710 -101.710 -101.710 -101.710
-104.108 -104.108 -104.108 -104.108
-99.757 -99.757 -99.757 -99.757
-99.251 -99.251 -99.251 -99.251
-94.701 -94.738 -94.718 -94.711
-101.257 -101.257 -101.257 -101.257
-99.734 -99.921 -99.921 -99.920
-96.488 -96.488 -96.488 -96.489
-101.684 -101.683 -101.684 -101.683
-99.251 -99.251 -99.251 -99.251
-98.805 -98.805 -98.805 -98.803
-100.667 -100.667 -100.667 -100.667
-99.403 -99.403 -99.403 -99.403
-99.927 -99.927 -99.927 -99.928
-99.405 -99.405 -99.404 -99.404
-98.090 -98.090 -98.090 -98.090
-99.405 -99.405 -99.405 -99.405
-100.961 -100.962 -100.962 -100.962
-101.710 -101.710 -101.710 -101.710
-104.107 -104.104 -104.105 -104.102
-99.231 -99.231 -99.230 -99.231
-99.418 -99.426 -99.426 -99.422
-104.107 -104.108 -104.108 -104.108
-102.799 -102.799 -102.799 -102.799
-104.103 -104.103 -104.103 -104.103
-104.108 -104.107 -104.108 -104.107
-96.489 -96.489 -96.489 -96.489
-101.710 -101.710 -101.710 -101.710
-100.650 -100.651 -100.651 -100.651
-101.710 -101.710 -101.710 -101.710
-99.148 -99.928 -99.928 -99.930
-101.710 -101.710 -101.710 -101.710
-99.949 -99.987 -99.987 -99.987
-99.757 -99.757 -99.757 -99.757
-99.757 -99.757 -99.757 -99.757
-98.049 -98.048 -98.049 -98.048
-99.757 -99.757 -99.757 -99.757
-98.053 -98.053 -98.053 -98.053
-99.928 -99.928 -99.928 -99.928
-104.106 -104.106 -104.107 -104.107
-104.108 -104.108 -104.108 -104.108
-104.108 -104.108 -104.108 -104.108
-101.710 -101.710 -101.710 -101.710
-101.257 -101.257 -101.257 -101.257
-100.801 -100.960 -100.947 -100.936
-99.986 -99.986 -99.985 -99.986
-100.963 -100.963 -100.963 -100.963
-98.803 -98.803 -98.803 -98.803
-99.251 -99.251 -99.251 -99.251
-100.790 -100.963 -100.962 -100.963
-104.108 -104.108 -104.108 -104.108
-100.889 -100.889 -100.884 -100.892
-101.710 -101.710 -101.710 -101.710
-98.797 -98.794 -98.796 -98.795
-101.710 -101.710 -101.710 -101.710
-101.710 -101.710 -101.710 -101.710
-101.710 -101.710 -101.710 -101.710
-102.798 -102.798 -102.798 -102.798
-99.228 -99.230 -99.230 -99.230
-99.986 -99.986 -99.986 -99.986
-99.251 -99.251 -99.251 -99.251
-100.963 -100.963 -100.965 -100.965
-99.247 -99.243 -99.243 -99.246
-104.097 -104.099 -104.099 -104.098
-98.053 -98.053 -98.053 -98.053
-98.769 -98.801 -98.801 -98.801
-104.100 -104.075 -104.093 -104.095
-101.257 -101.257 -101.257 -101.257
-101.710 -101.710 -101.710 -101.710
-104.108 -104.108 -104.108 -104.108
-102.799 -102.799 -102.799 -102.799
-102.799 -102.798 -102.798 -102.798
-99.125 -99.248 -99.251 -99.251
-102.799 -102.799 -102.799 -102.799
-101.710 -101.710 -101.710 -101.710
-99.927 -99.927 -99.927 -99.927
-101.710 -101.710 -101.710 -101.710
-101.710 -101.710 -101.710 -101.710
-101.257 -101.257 -101.257 -101.257
-100.961 -100.962 -100.963 -100.963
-100.965 -100.965 -100.965 -100.965
-99.929 -99.929 -99.929 -99.927
-104.109 -104.108 -104.108 -104.108
-104.059 -104.105 -104.101 -104.107
-99.107 -99.214 -99.214 -99.214
-101.710 -101.710 -101.710 -101.710
-102.799 -102.799 -102.799 -102.799
-104.107 -104.108 -104.108 -104.108
-101.710 -101.710 -101.710 -101.710
-99.987 -99.987 -99.987 -99.987
-104.107 -104.095 -104.107 -104.103
-104.099 -104.109 -104.109 -104.109
-104.107 -104.108 -104.108 -104.108
-104.101 -104.106 -104.108 -104.108
-101.257 -101.257 -101.257 -101.257
-101.710 -101.710 -101.710 -101.710
