-36.883 -37.043 -37.543 -38.127 -38.140
-38.203 -38.155 -38.172 -39.061 -38.952
-33.237 -35.088 -35.780 -35.848 -36.287
-8.603 -35.404 -35.777 -35.943 -35.943
-8.605 -35.404 -35.777 -35.943 -35.943
-38.431 -39.148 -39.367 -39.434 -39.456
-38.384 -38.420 -37.843 -37.442 -37.675
-37.761 -38.292 -38.305 -38.154 -38.106
-38.174 -38.526 -44.378 -39.459 -39.413
-36.975 -38.633 -38.294 -38.616 -38.614
-37.463 -37.897 -37.713 -38.142 -38.143
-37.528 -40.047 -39.665 -39.744 -39.927
-33.598 -36.943 -40.200 -38.861 -38.766
-38.012 -38.314 -38.056 -37.984 -37.982
2.020 -37.069 -35.059 -38.925 -39.306
-37.659 -37.847 -38.844 -38.052 -38.471
-36.281 -37.598 -39.256 -38.891 -39.263
-37.345 -38.246 -38.484 -38.138 -38.182
-33.597 -36.950 -41.240 -37.416 -37.723
-36.068 -36.791 -36.927 -36.976 -36.806
-37.937 -38.577 -39.053 -39.089 -38.928
-37.902 -38.659 -38.293 -38.617 -38.614
-37.654 -38.973 -38.770 -38.681 -38.642
-37.740 -38.334 -39.163 -37.715 -37.854
-37.464 -39.490 -38.303 -38.483 -38.408
-37.603 -37.882 -38.836 -38.293 -38.297
-36.338 -39.061 -39.395 -39.579 -39.617
-38.230 -38.956 -31.714 -39.095 -39.101
-38.576 -39.350 -39.122 -39.222 -39.348
-37.207 -37.539 -6.765 -37.675 -37.834
-33.597 -36.962 -36.749 -36.760 -36.617
-37.698 -38.658 -38.799 -38.148 -38.472
-38.334 -38.665 -38.835 -38.761 -38.719
-37.402 -38.411 -38.013 -37.891 -38.214
-39.132 -39.366 -38.918 -38.900 -38.534
-38.368 -38.657 -38.147 -38.068 -38.068
-38.196 -38.419 -38.356 -38.626 -38.627
-38.657 -38.662 -37.881 -38.132 -38.130
-38.451 -39.398 -38.682 -38.207 -39.247
-37.528 -40.047 -39.665 -39.744 -39.927
2.020 -37.069 -35.059 -38.925 -39.306
-38.203 -38.155 -38.172 -39.061 -38.952
-37.974 -38.845 -39.135 -39.044 -39.156
-39.834 -39.296 -39.696 -39.465 -39.316
-37.602 -38.160 -39.256 -39.610 -39.747
-38.670 -38.381 -38.597 -38.406 -38.461
-38.037 -38.355 -38.635 -38.745 -38.684
-38.341 -39.060 -38.892 -39.053 -39.049
-20.333 -39.404 -38.663 -39.507 -39.261
-39.027 -38.334 -38.391 -38.478 -38.503
-38.893 -38.614 -39.864 -39.855 -39.858
-39.896 -39.022 -38.484 -38.192 -37.951
-32.949 -37.055 -36.645 -36.720 -36.614
-37.528 -40.047 -39.665 -39.744 -39.927
-37.041 -37.262 -37.558 -37.644 -37.697
-37.060 -38.431 -37.848 -37.487 -37.467
-37.507 -38.827 -38.801 -38.450 -38.540
-38.743 -38.954 -39.162 -39.062 -38.951
-37.785 -37.973 -38.185 -38.186 -38.162
-36.338 -39.061 -39.395 -39.579 -39.617
-40.030 -39.586 -39.591 -39.745 -39.928
-38.203 -38.155 -38.172 -39.061 -38.952
-37.859 -38.031 -38.198 -38.327 -38.254
-38.959 -39.198 -39.476 -39.728 -39.731
-39.418 -40.403 -40.006 -39.499 -39.652
