1 0.000 0.000 0.000 0.000 0.000 0.000
2 0.000 0.000 0.000 0.000 0.000 0.000
3 0.000 0.000 0.000 0.000 0.000 0.000
11 0.000 0.000 0.000 0.000 0.000 0.000
22 0.000 0.000 0.000 0.000 0.000 0.000
26 0.000 0.000 0.000 0.000 0.000 0.000
29 0.000 0.000 0.000 0.000 0.000 0.000
31 0.000 0.000 0.000 0.000 0.000 0.000
32 0.000 0.000 0.000 0.000 0.000 0.000
37 0.000 0.000 0.000 0.000 0.000 0.000
38 0.000 0.000 0.000 0.000 0.000 0.000
42 0.000 0.000 0.000 0.000 0.000 0.000
43 0.000 0.000 0.000 0.000 0.000 0.000
44 0.000 0.000 0.000 0.000 0.000 0.000
46 0.000 0.000 0.000 0.000 0.000 0.000
48 0.000 0.000 0.000 0.000 0.000 0.000
50 0.000 0.000 0.000 0.000 0.000 0.000
53 0.000 0.000 0.000 0.000 0.000 0.000
56 0.000 0.000 0.000 0.000 0.000 0.000
58 0.000 0.000 0.000 0.000 0.000 0.000
59 0.000 0.000 0.000 0.000 0.000 0.000
64 0.000 0.000 0.000 0.000 0.000 0.000
68 0.000 0.000 0.000 0.000 0.000 0.000
78 0.000 0.000 0.000 0.000 0.000 0.000
84 0.000 0.000 0.000 0.000 0.000 0.000
85 0.000 0.000 0.000 0.000 0.000 0.000
88 0.000 0.000 0.000 0.000 0.000 0.000
99 0.000 0.000 0.000 0.000 0.000 0.000
103 0.000 0.000 0.000 0.000 0.000 0.000
104 0.000 0.000 0.000 0.000 0.000 0.000
106 0.000 0.000 0.000 0.000 0.000 0.000
107 0.000 0.000 0.000 0.000 0.000 0.000
110 0.000 0.000 0.000 0.000 0.000 0.000
121 0.000 0.000 0.000 0.000 0.000 0.000
125 0.000 0.000 0.000 0.000 0.000 0.000
127 0.000 0.000 0.000 0.000 0.000 0.000
128 0.000 0.000 0.000 0.000 0.000 0.000
130 0.000 0.000 0.000 0.000 0.000 0.000
132 0.000 0.000 0.000 0.000 0.000 0.000
143 0.000 0.000 0.000 0.000 0.000 0.000
147 0.000 0.000 0.000 0.000 0.000 0.000
148 0.000 0.000 0.000 0.000 0.000 0.000
149 0.000 0.000 0.000 0.000 0.000 0.000
150 0.000 0.000 0.000 0.000 0.000 0.000
156 0.000 0.000 0.000 0.000 0.000 0.000
157 0.000 0.000 0.000 0.000 0.000 0.000
159 0.000 0.000 0.000 0.000 0.000 0.000
160 0.000 0.000 0.000 0.000 0.000 0.000
161 0.000 0.000 0.000 0.000 0.000 0.000
162 0.000 0.000 0.000 0.000 0.000 0.000
163 0.000 0.000 0.000 0.000 0.000 0.000
165 0.000 0.000 0.000 0.000 0.000 0.000
166 0.000 0.000 0.000 0.000 0.000 0.000
167 0.000 0.000 0.000 0.000 0.000 0.000
180 0.000 0.000 0.000 0.000 0.000 0.000
200 0.000 0.000 0.000 0.000 0.000 0.000
206 0.000 0.000 0.000 0.000 0.000 0.000
207 0.000 0.000 0.000 0.000 0.000 0.000
208 0.000 0.000 0.000 0.000 0.000 0.000
209 0.000 0.000 0.000 0.000 0.000 0.000
218 0.000 0.000 0.000 0.000 0.000 0.000
228 0.000 0.000 0.000 0.000 0.000 0.000
229 0.000 0.000 0.000 0.000 0.000 0.000
243 0.000 0.000 0.000 0.000 0.000 0.000
249 0.000 0.000 0.000 0.000 0.000 0.000
251 0.000 0.000 0.000 0.000 0.000 0.000
253 0.000 0.000 0.000 0.000 0.000 0.000
254 0.000 0.000 0.000 0.000 0.000 0.000
264 0.000 0.000 0.000 0.000 0.000 0.000
283 0.000 0.000 0.000 0.000 0.000 0.000
298 0.000 0.000 0.000 0.000 0.000 0.000
303 0.000 0.000 0.000 0.000 0.000 0.000
304 0.000 0.000 0.000 0.000 0.000 0.000
324 0.000 0.000 0.000 0.000 0.000 0.000
326 0.000 0.000 0.000 0.000 0.000 0.000
343 0.000 0.000 0.000 0.000 0.000 0.000
344 0.000 0.000 0.000 0.000 0.000 0.000
345 0.000 0.000 0.000 0.000 0.000 0.000
346 0.000 0.000 0.000 0.000 0.000 0.000
370 0.000 0.000 0.000 0.000 0.000 0.000
371 0.000 0.000 0.000 0.000 0.000 0.000
380 0.000 0.000 0.000 0.000 0.000 0.000
386 0.000 0.000 0.000 0.000 0.000 0.000
387 0.000 0.000 0.000 0.000 0.000 0.000
395 0.000 0.000 0.000 0.000 0.000 0.000
396 0.000 0.000 0.000 0.000 0.000 0.000
400 0.000 0.000 0.000 0.000 0.000 0.000
403 0.000 0.000 0.000 0.000 0.000 0.000
404 0.000 0.000 0.000 0.000 0.000 0.000
405 0.000 0.000 0.000 0.000 0.000 0.000
409 0.000 0.000 0.000 0.000 0.000 0.000
419 0.000 0.000 0.000 0.000 0.000 0.000
421 0.000 0.000 0.000 0.000 0.000 0.000
427 0.000 0.000 0.000 0.000 0.000 0.000
430 0.000 0.000 0.000 0.000 0.000 0.000
437 0.000 0.000 0.000 0.000 0.000 0.000
438 0.000 0.000 0.000 0.000 0.000 0.000
439 0.000 0.000 0.000 0.000 0.000 0.000
441 0.000 0.000 0.000 0.000 0.000 0.000
447 0.000 0.000 0.000 0.000 0.000 0.000
456 0.000 0.000 0.000 0.000 0.000 0.000
457 0.000 0.000 0.000 0.000 0.000 0.000
458 0.000 0.000 0.000 0.000 0.000 0.000
459 0.000 0.000 0.000 0.000 0.000 0.000
