1 0.000 0.000 0.000 0.000 0.000 0.000
11 0.000 0.000 0.000 0.000 0.000 0.000
38 0.000 0.000 0.000 0.000 0.000 0.000
46 0.000 0.000 0.000 0.000 0.000 0.000
64 0.000 0.000 0.000 0.000 0.000 0.000
103 0.000 0.000 0.000 0.000 0.000 0.000
127 0.000 0.000 0.000 0.000 0.000 0.000
162 0.000 0.000 0.000 0.000 0.000 0.000
167 0.000 0.000 0.000 0.000 0.000 0.000
200 0.000 0.000 0.000 0.000 0.000 0.000
209 0.000 0.000 0.000 0.000 0.000 0.000
229 0.000 0.000 0.000 0.000 0.000 0.000
264 0.000 0.000 0.000 0.000 0.000 0.000
283 0.000 0.000 0.000 0.000 0.000 0.000
304 0.000 0.000 0.000 0.000 0.000 0.000
326 0.000 0.000 0.000 0.000 0.000 0.000
346 0.000 0.000 0.000 0.000 0.000 0.000
380 0.000 0.000 0.000 0.000 0.000 0.000
419 0.000 0.000 0.000 0.000 0.000 0.000
430 0.000 0.000 0.000 0.000 0.000 0.000
441 0.000 0.000 0.000 0.000 0.000 0.000
